companyCode,companyName,sapDocNo,reference,sapDocType,businessArea,fiscalYear,postingPeriod,docChqDate,postingDate,amountInLocalCurrency,SOA,localCurrency,amountInDocumentCurrency,documentCurrency,discountBaseAmount,gstAmount,netAmount,withHoldingTaxBaseAmount,withHoldingTaxAmount,vendorCustomer,vendorCustomerName,tradingPartner,text,hdrText,invSOReference,plant,purchasingDocument,deliveryNote,account,accountDescription,offsettingAccount,offsettingAccountName,grirOffsettingAccount,finalOffsettingAccount,finalOffsettingAccountName,wbsElement,postingKey,debitCredit,specialGLInd,reversalIndicator,clearingDocNo,clearingDate,entryDate,entryTime,nationalGST,grossAmountInLocalCurrency,deIndicator,poLine,entryLine
1000,Tata Steel Limited,45208873,R010162334744,KZ,9000,2020,10,1/1/2020,1/1/2020,"1,565,337.90","1,565,337.90",INR,"1,565,337.90",INR,0.00,0.00,"1,565,337.90",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200101-CAPSH,45208873,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45208873,1/1/2020,1/1/2020,1:27:06 PM,0.00,"1,565,337.90",,,3
1000,Tata Steel Limited,45208873,R010162334744,KZ,9000,2020,10,1/1/2020,1/1/2020,0.01,0.01,INR,0.01,INR,0.00,0.00,0.01,0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200101-CAPSH,45208873,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45208873,1/1/2020,1/1/2020,1:27:06 PM,0.00,0.01,,,2
1000,Tata Steel Limited,45208873,R010162334744,KZ,9600,2020,10,1/1/2020,1/1/2020,"94,059.56","94,059.56",INR,"94,059.56",INR,0.00,0.00,"94,059.56",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200101-CAPSH,45208873,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45208873,1/1/2020,1/1/2020,1:27:06 PM,0.00,"94,059.56",,,4
1000,Tata Steel Limited,45213260,R010863418523,KZ,0920,2020,10,6/1/2020,6/1/2020,"384,680.00","384,680.00",INR,"384,680.00",INR,0.00,0.00,"384,680.00",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200106-COPS4,45213260,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45213260,6/1/2020,6/1/2020,4:41:54 PM,0.00,"384,680.00",,,1
1000,Tata Steel Limited,45214891,R010863416070,KZ,5030,2020,10,7/1/2020,7/1/2020,"1,970,625.31","1,970,625.31",INR,"1,970,625.31",INR,0.00,0.00,"1,970,625.31",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200107-SERV7,45214891,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45214891,7/1/2020,7/1/2020,4:30:32 PM,0.00,"1,970,625.31",,,1
1000,Tata Steel Limited,45217918,R011764801586,KZ,9000,2020,10,14-01-2020,14-01-2020,"1,765,280.00","1,765,280.00",INR,"1,765,280.00",INR,0.00,0.00,"1,765,280.00",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200114-SERV3,45217918,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45217918,14-01-2020,14-01-2020,12:38:08 PM,0.00,"1,765,280.00",,,1
1000,Tata Steel Limited,45218248,R011564452124,KZ,9600,2020,10,14-01-2020,14-01-2020,"10,319,736.12","10,319,736.12",INR,"10,319,736.12",INR,0.00,0.00,"10,319,736.12",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200114-CAPS4,45218248,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45218248,14-01-2020,14-01-2020,3:10:52 PM,0.00,"10,319,736.12",,,1
1000,Tata Steel Limited,45219563,R011764813177,KZ,7000,2020,10,14-01-2020,14-01-2020,"230,723.40","230,723.40",INR,"230,723.40",INR,0.00,0.00,"230,723.40",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200114-SERV7,45219563,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45219563,14-01-2020,14-01-2020,5:57:45 PM,0.00,"230,723.40",,,1
1000,Tata Steel Limited,45220348,R201038984980,KZ,9600,2020,10,16-01-2020,16-01-2020,"39,600.90","39,600.90",INR,"39,600.90",INR,0.00,0.00,"39,600.90",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200116-CAPSH,45220348,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45220348,16-01-2020,16-01-2020,2:49:12 PM,0.00,"39,600.90",,,1
1000,Tata Steel Limited,45220714,R201040577284,KZ,9000,2020,10,17-01-2020,17-01-2020,"19,306.46","19,306.46",INR,"19,306.46",INR,0.00,0.00,"19,306.46",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200117-CAPS3,45220714,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45220714,17-01-2020,17-01-2020,3:03:30 PM,0.00,"19,306.46",,,1
1000,Tata Steel Limited,45223719,R012365773207,KZ,5010,2020,10,21-01-2020,21-01-2020,"8,905,595.55","8,905,595.55",INR,"8,905,595.55",INR,0.00,0.00,"8,905,595.55",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200121-SERV1,45223719,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45223719,21-01-2020,21-01-2020,4:54:24 PM,0.00,"8,905,595.55",,,1
1000,Tata Steel Limited,45225487,R012766202002,KZ,9600,2020,10,24-01-2020,24-01-2020,"1,784,213.07","1,784,213.07",INR,"1,784,213.07",INR,0.00,0.00,"1,784,213.07",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200124-CAPSH,45225487,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45225487,24-01-2020,24-01-2020,1:18:55 PM,0.00,"1,784,213.07",,,1
1000,Tata Steel Limited,45227761,R012966692882,KZ,9600,2020,10,28-01-2020,28-01-2020,"240,420.80","240,420.80",INR,"240,420.80",INR,0.00,0.00,"240,420.80",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200128-SERV3,45227761,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45227761,28-01-2020,28-01-2020,2:39:44 PM,0.00,"240,420.80",,,1
1000,Tata Steel Limited,45235322,R020768178851,KZ,9000,2020,11,6/2/2020,6/2/2020,"551,319.01","551,319.01",INR,"551,319.01",INR,0.00,0.00,"551,319.01",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200206-SERV2,45235322,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45235322,6/2/2020,6/2/2020,12:47:47 PM,0.00,"551,319.01",,,1
1000,Tata Steel Limited,45235322,R020768178851,KZ,9000,2020,11,6/2/2020,6/2/2020,"3,879,740.29","3,879,740.29",INR,"3,879,740.29",INR,0.00,0.00,"3,879,740.29",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200206-SERV2,45235322,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45235322,6/2/2020,6/2/2020,12:47:47 PM,0.00,"3,879,740.29",,,2
1000,Tata Steel Limited,45235970,R020768178795,KZ,7000,2020,11,6/2/2020,6/2/2020,"807,359.06","807,359.06",INR,"807,359.06",INR,0.00,0.00,"807,359.06",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200206-SERV3,45235970,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45235970,6/2/2020,6/2/2020,2:33:03 PM,0.00,"807,359.06",,,1
1000,Tata Steel Limited,45236726,R020768287199,KZ,4500,2020,11,7/2/2020,7/2/2020,"612,508.50","612,508.50",INR,"612,508.50",INR,0.00,0.00,"612,508.50",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200207-SERV1,45236726,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45236726,7/2/2020,7/2/2020,1:21:23 PM,0.00,"612,508.50",,,1
1000,Tata Steel Limited,45237015,R201060352785,KZ,9000,2020,11,7/2/2020,7/2/2020,"121,506.46","121,506.46",INR,"121,506.46",INR,0.00,0.00,"121,506.46",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200207-CAPSH,45237015,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45237015,7/2/2020,7/2/2020,4:03:22 PM,0.00,"121,506.46",,,1
1000,Tata Steel Limited,45249471,R022771373830,KZ,9000,2020,11,26-02-2020,26-02-2020,"423,929.84","423,929.84",INR,"423,929.84",INR,0.00,0.00,"423,929.84",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200226-CAPSH,45249471,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45249471,26-02-2020,26-02-2020,2:55:19 PM,0.00,"423,929.84",,,1
1000,Tata Steel Limited,45253342,R030673017468,KZ,9000,2020,12,2/3/2020,2/3/2020,"1,639,864.88","1,639,864.88",INR,"1,639,864.88",INR,0.00,0.00,"1,639,864.88",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200302-SERV1,45253342,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45253342,2/3/2020,2/3/2020,5:41:44 PM,0.00,"1,639,864.88",,,2
1000,Tata Steel Limited,45253342,R030673017468,KZ,9000,2020,12,2/3/2020,2/3/2020,"1,237,061.22","1,237,061.22",INR,"1,237,061.22",INR,0.00,0.00,"1,237,061.22",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200302-SERV1,45253342,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45253342,2/3/2020,2/3/2020,5:41:44 PM,0.00,"1,237,061.22",,,1
1000,Tata Steel Limited,45259059,R031173650358,KZ,9600,2020,12,9/3/2020,9/3/2020,"4,979,267.76","4,979,267.76",INR,"4,979,267.76",INR,0.00,0.00,"4,979,267.76",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200309-CAPSH,45259059,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45259059,9/3/2020,9/3/2020,3:14:30 PM,0.00,"4,979,267.76",,,1
1000,Tata Steel Limited,45259059,R031173650358,KZ,9600,2020,12,9/3/2020,9/3/2020,"-1,490,846.75","-1,490,846.75",INR,"-1,490,846.75",INR,0.00,0.00,"-1,490,846.75",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200309-CAPSH,45259059,,,,2408402,Vendor Reconciliation Account - Domestic,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,2408402,Vendor Reconciliation Account - Domestic,0,38,H,,,45259059,9/3/2020,9/3/2020,3:14:30 PM,0.00,"-1,490,846.75",,,2
1000,Tata Steel Limited,45260059,R201090129058,KZ,9600,2020,12,10/3/2020,10/3/2020,"93,008.28","93,008.28",INR,"93,008.28",INR,0.00,0.00,"93,008.28",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200310-SERV2,45260059,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45260059,10/3/2020,10/3/2020,2:42:55 PM,0.00,"93,008.28",,,2
1000,Tata Steel Limited,45260059,R201090129058,KZ,9600,2020,12,10/3/2020,10/3/2020,"13,444.32","13,444.32",INR,"13,444.32",INR,0.00,0.00,"13,444.32",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200310-SERV2,45260059,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45260059,10/3/2020,10/3/2020,2:42:55 PM,0.00,"13,444.32",,,1
1000,Tata Steel Limited,45261798,R031374047965,KZ,9000,2020,12,12/3/2020,12/3/2020,"23,604.93","23,604.93",INR,"23,604.93",INR,0.00,0.00,"23,604.93",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200312-CAPS3,45261798,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45261798,12/3/2020,12/3/2020,2:20:40 PM,0.00,"23,604.93",,,1
1000,Tata Steel Limited,45261798,R031374047965,KZ,9600,2020,12,12/3/2020,12/3/2020,"10,140,834.72","10,140,834.72",INR,"10,140,834.72",INR,0.00,0.00,"10,140,834.72",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200312-CAPS3,45261798,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45261798,12/3/2020,12/3/2020,2:20:40 PM,0.00,"10,140,834.72",,,2
1000,Tata Steel Limited,45262199,R031674248390,KZ,9600,2020,12,13-03-2020,13-03-2020,"600,451.70","600,451.70",INR,"600,451.70",INR,0.00,0.00,"600,451.70",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,20200313-CAPSH,45262199,,,,2408402,Vendor Reconciliation Account - Domestic,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,,2200403,Cash Credit With HDFC- E -Payments Cleared Balance,0,25,S,,,45262199,13-03-2020,13-03-2020,2:56:16 PM,0.00,"600,451.70",,,1
1000,Tata Steel Limited,51007775,CI0004108029,RE,9600,2020,1,3/5/2019,4/3/2019,"-110,831.38","-93,924.90",INR,"-110,831.38",INR,"-110,831.38","-16,906.48","-93,924.90",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,2300047310,51007775,,2300047310,,2408402,Vendor Reconciliation Account - Domestic,2408424,GR/IR Account  -  Capital (Project System),5149121,5149121,Purchase of Capital goods-Project System,0,31,H,,,45018260,16-04-2019,3/4/2019,5:10:51 PM,0.00,"-110,831.38",,,1
1000,Tata Steel Limited,51015501,CI0004107732,RE,5030,2020,1,2/23/2019,4/8/2019,"-3,510,796.22","-2,975,250.93",INR,"-3,510,796.22",INR,"-3,510,796.22","-535,545.29","-2,975,250.93",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,Bill Receipt Date :22.03.2019,3700786376,51015501,,3700786376,,2408402,Vendor Reconciliation Account - Domestic,2408409,Gr/Ir For Stores And Spares,6005101,6005101,Purchase of Stores,0,31,H,,,45012359,11/4/2019,8/4/2019,10:39:26 AM,0.00,"-3,510,796.22",,,1
1000,Tata Steel Limited,51017855,OM/ARC/14,RE,9600,2020,1,3/27/2019,4/9/2019,"-425,053.85","-366,426.01",INR,"-425,053.85",INR,"-432,382.69","-65,956.68","-359,097.17","-366,426.01","-7,328.84",T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,SUPPLY AND FIXING OF SHEET,4404339865,51017855,,4404339865,,2408402,Vendor Reconciliation Account - Domestic,2408422,GR/IR Account  -  Services & Capital,5149027,5149027,Civil Contract Jobs,0,31,H,,,45036233,7/5/2019,9/4/2019,9:31:44 AM,0.00,"-425,053.85",,,2
1000,Tata Steel Limited,51017855,OM/ARC/14,RE,9600,2020,1,3/27/2019,4/9/2019,"-215,527.83","-185,799.99",INR,"-215,527.83",INR,"-219,243.99","-33,444.00","-182,083.83","-185,799.99","-3,716.16",T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,SUPPLY AND FIXING OF SHEET,4404339865,51017855,,4404339865,,2408402,Vendor Reconciliation Account - Domestic,2408422,GR/IR Account  -  Services & Capital,5149027,5149027,Civil Contract Jobs,0,31,H,,,45036233,7/5/2019,9/4/2019,9:31:44 AM,0.00,"-215,527.83",,,1
1000,Tata Steel Limited,51017865,OM/ARC/15,RE,9600,2020,1,3/27/2019,4/9/2019,"-208,614.20","-179,840.00",INR,"-208,614.20",INR,"-212,211.20","-32,371.20","-176,243.00","-179,840.00","-3,597.00",T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,SUPPLY AND FIXING OF SHEET,4404338210,51017865,,4404338210,,2408402,Vendor Reconciliation Account - Domestic,2408422,GR/IR Account  -  Services & Capital,5149027,5149027,Civil Contract Jobs,0,31,H,,,45036233,7/5/2019,9/4/2019,9:35:09 AM,0.00,"-208,614.20",,,1
1000,Tata Steel Limited,51017868,OM/ARC/16,RE,9600,2020,1,3/27/2019,4/9/2019,"-106,070.26","-91,440.00",INR,"-106,070.26",INR,"-107,899.20","-16,459.20","-89,611.06","-91,440.00","-1,828.94",T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,SUPPLY AND FIXING OF SHEET,4404338208,51017868,,4404338208,,2408402,Vendor Reconciliation Account - Domestic,2408422,GR/IR Account  -  Services & Capital,5149027,5149027,Civil Contract Jobs,0,31,H,,,45036233,7/5/2019,9/4/2019,9:37:32 AM,0.00,"-106,070.26",,,3
1000,Tata Steel Limited,51017868,OM/ARC/16,RE,9600,2020,1,3/27/2019,4/9/2019,"-129,212.23","-111,390.00",INR,"-129,212.23",INR,"-131,440.20","-20,050.20","-109,162.03","-111,390.00","-2,227.97",T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,SUPPLY AND FIXING OF SHEET,4404338208,51017868,,4404338208,,2408402,Vendor Reconciliation Account - Domestic,2408422,GR/IR Account  -  Services & Capital,5149027,5149027,Civil Contract Jobs,0,31,H,,,45036233,7/5/2019,9/4/2019,9:37:32 AM,0.00,"-129,212.23",,,2
1000,Tata Steel Limited,51017868,OM/ARC/16,RE,9600,2020,1,3/27/2019,4/9/2019,"-68,903.91","-59,400.00",INR,"-68,903.91",INR,"-70,092.00","-10,692.00","-58,211.91","-59,400.00","-1,188.09",T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,SUPPLY AND FIXING OF SHEET,4404338208,51017868,,4404338208,,2408402,Vendor Reconciliation Account - Domestic,2408422,GR/IR Account  -  Services & Capital,5149027,5149027,Civil Contract Jobs,0,31,H,,,45036233,7/5/2019,9/4/2019,9:37:32 AM,0.00,"-68,903.91",,,1
1000,Tata Steel Limited,51017875,OM/ARC/17,RE,9600,2020,1,3/27/2019,4/9/2019,"-414,990.00","-357,750.00",INR,"-414,990.00",INR,"-422,145.00","-64,395.00","-350,595.00","-357,750.00","-7,155.00",T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,SUPPLY AND FIXING OF SHEET,4404338209,51017875,,4404338209,,2408402,Vendor Reconciliation Account - Domestic,2408422,GR/IR Account  -  Services & Capital,5149027,5149027,Civil Contract Jobs,0,31,H,,,45036233,7/5/2019,9/4/2019,9:40:06 AM,0.00,"-414,990.00",,,1
1000,Tata Steel Limited,51019236,CI0004108179,RE,5030,2020,1,3/13/2019,4/9/2019,"-1,844,550.34","-1,563,178.35",INR,"-1,844,550.34",INR,"-1,844,550.34","-281,371.99","-1,563,178.35",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,Bill Receipt Date :22.03.2019,4404040292,51019236,,4404040292,,2408402,Vendor Reconciliation Account - Domestic,2408409,Gr/Ir For Stores And Spares,6005101,6005101,Purchase of Stores,0,31,H,,,45019034,16-04-2019,9/4/2019,3:39:51 PM,0.00,"-1,844,550.34",,,1
1000,Tata Steel Limited,51019944,CI0004107087,RE,9600,2020,1,1/27/2019,4/10/2019,-309.75,-262.50,INR,-309.75,INR,-309.75,-47.25,-262.50,0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,2300049475,51019944,,2300049475,,2408402,Vendor Reconciliation Account - Domestic,2408424,GR/IR Account  -  Capital (Project System),5149121,5149121,Purchase of Capital goods-Project System,0,31,H,,,45020062,17-04-2019,10/4/2019,9:20:14 AM,0.00,-309.75,,,1
1000,Tata Steel Limited,51019945,CI0004107088,RE,9600,2020,1,1/27/2019,4/10/2019,"-10,752.75","-9,112.50",INR,"-10,752.75",INR,"-10,752.75","-1,640.25","-9,112.50",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,2300049475,51019945,,2300049475,,2408402,Vendor Reconciliation Account - Domestic,2408424,GR/IR Account  -  Capital (Project System),5149121,5149121,Purchase of Capital goods-Project System,0,31,H,,,45020062,17-04-2019,10/4/2019,9:20:19 AM,0.00,"-10,752.75",,,1
1000,Tata Steel Limited,51019946,CI0004107101,RE,9600,2020,1,1/27/2019,4/10/2019,"-1,618.96","-1,372.00",INR,"-1,618.96",INR,"-1,618.96",-246.96,"-1,372.00",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,2300049475,51019946,,2300049475,,2408402,Vendor Reconciliation Account - Domestic,2408424,GR/IR Account  -  Capital (Project System),5149121,5149121,Purchase of Capital goods-Project System,0,31,H,,,45020062,17-04-2019,10/4/2019,9:20:23 AM,0.00,"-1,618.96",,,1
1000,Tata Steel Limited,51019947,CI0004107102,RE,9600,2020,1,1/27/2019,4/10/2019,"-5,286.40","-4,480.00",INR,"-5,286.40",INR,"-5,286.40",-806.40,"-4,480.00",0.00,0.00,T040,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,,2300049475,51019947,,2300049475,,2408402,Vendor Reconciliation Account - Domestic,2408424,GR/IR Account  -  Capital (Project System),5149121,5149121,Purchase of Capital goods-Project System,0,31,H,,,45020062,17-04-2019,10/4/2019,9:20:28 AM,0.00,"-5,286.40",,,1
1000,Tata Steel Limited,51035916,OM/CLEAN/06,RE,9600,2020,1,3/27/2019,4/17/2019,"-165,299.87","-142,500.00",INR,"-165,299.87",INR,"-168,150.00","-25,650.00","-139,649.87","-142,500.00","-2,850.13",T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,CLEANING OF ROOF,4404338294,51035916,,4404338294,,2408402,Vendor Reconciliation Account - Domestic,2408422,GR/IR Account  -  Services & Capital,5020001,5020001,REPAIRS TO BUILDINGS.,0,31,H,,,45041132,13-05-2019,17-04-2019,1:31:42 PM,0.00,"-165,299.87",,,2
1000,Tata Steel Limited,51035916,OM/CLEAN/06,RE,9600,2020,1,3/27/2019,4/17/2019,"-214,989.02","-185,335.50",INR,"-214,989.02",INR,"-218,695.89","-33,360.39","-181,628.63","-185,335.50","-3,706.87",T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,CLEANING OF ROOF,4404338294,51035916,,4404338294,,2408402,Vendor Reconciliation Account - Domestic,2408422,GR/IR Account  -  Services & Capital,5020001,5020001,REPAIRS TO BUILDINGS.,0,31,H,,,45041132,13-05-2019,17-04-2019,1:31:42 PM,0.00,"-214,989.02",,,1
1000,Tata Steel Limited,51038398,CI0001102734,RE,7000,2020,1,3/19/2019,4/18/2019,"-1,164,518.00","-986,879.60",INR,"-1,164,518.00",INR,"-1,164,518.00","-177,638.40","-986,879.60",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,"CONSTRN SHEET;0.50 MM,1072 MM,2.50  RMT,",2100554502,51038398,,2100554502,,2408402,Vendor Reconciliation Account - Domestic,2408409,Gr/Ir For Stores And Spares,5000007,5000007,Consumption of Stores,0,31,H,,,45024071,22-04-2019,18-04-2019,3:59:16 PM,0.00,"-1,164,518.00",,,1
1000,Tata Steel Limited,51038775,CI0001102733,RE,7000,2020,1,3/19/2019,4/18/2019,"-974,532.00","-825,874.50",INR,"-974,532.00",INR,"-974,532.00","-148,657.50","-825,874.50",0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,"CONSTRN SHEET;0.50 MM,1072 MM,5.75  RMT,",2100553171,51038775,,2100553171,,2408402,Vendor Reconciliation Account - Domestic,2408409,Gr/Ir For Stores And Spares,5000007,5000007,Consumption of Stores,0,31,H,,,45024071,22-04-2019,18-04-2019,5:21:59 PM,0.00,"-974,532.00",,,1
1000,Tata Steel Limited,51079211,2300039831,RE,5030,2020,2,5/9/2019,5/9/2019,24.55,24.55,INR,24.55,INR,24.55,0.00,24.55,0.00,0.00,T018,TATA BLUESCOPE STEEL PRIVATE  LIMIT,,*GR/IR Clearing,2300039831,51079211,,2300039831,,2408402,Vendor Reconciliation Account - Domestic,2408426,Oth chg Clearing For Capital (Project System ),5149121,5149121,Purchase of Capital goods-Project System,0,22,S,,,,,9/5/2019,2:59:07 PM,0.00,24.55,,,5
