companyName,vendorCustomerCode,type,reconSet,reconEntity
Tata BlueScope Steel Ltd,T0771,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Ltd,T0830,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Ltd,T0838,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Ltd,ZT0001,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Ltd,ZT0019,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Ltd,ZT0041,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Ltd,ZT0067,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Ltd,320196,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Ltd,320417,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,100098,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,100765,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,100843,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,101005,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,HT001,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,T0032,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,T0043,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,T0074,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,T0166,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,T0168,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,T0765,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,T0771,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,T0830,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,T0838,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,ZT0001,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,ZT0019,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,ZT0041,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,ZT0067,Payable,TATA BLUESCOPE - TSL,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,302493,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,302563,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,303062,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,303221,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,303730,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,304152,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,304431,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,304443,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,305576,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,305873,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,306263,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,306534,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,306546,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,307259,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,308751,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,309085,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,309527,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,309556,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,309564,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,309673,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,309728,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,309990,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,310187,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,310354,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,310521,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,310653,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,310794,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,310944,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,310995,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,311155,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,311520,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,311780,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,311959,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,312193,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,312351,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,312948,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,312950,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,313029,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,313078,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,313534,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,314258,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,315113,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,316809,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,316840,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,316949,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,317428,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,318064,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,318072,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,318169,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,318179,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,318420,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,318767,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,318999,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,500716,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,HT001,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,320196,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
Tata BlueScope Steel Pvt,320417,Receivable,TSL - TATA BLUESCOPE,TSL - TATA BLUESCOPE
