Company_Code,Company_Name,SAP_Doc_Number,Reference,Document_Type,Business_Area,Branch/Alloc.,Fiscal_Year,Posting_Period,DocChq_Date,Posting_Date,Amount_in_Local_Currency ,Local_Currency,Amount_in_Document_Currency ,Document_Currency,Discount_Base_Amount,GST_Amount,Net_Amount ,Withholding_Tax_Base_Amount,Withholding_Tax_Amount,VendorCustomer,VendorCustomer_Name,Trading_Partner,Text_                                                                                                    ,HDR_Text                                                                                                    ,InvSO_Reference,Plant,Purchasing_Document,Delivery_Note,Account,Account_Description,Offsetting_Account,Offsetting_Acct_Name,GRIR_Offsetting_Account,Final_Offsetting_Account,Final_Offsetting_Acct_Name,WBS_Element,Posting_Key,DebitCredit,Special_GL_Ind,Reversal_Indicator,Clearing_Doc,Clearing_Date,Entry_date,Entry_Time,Notional_GST,Gross_Amount_In_Local_Currency,DE_Indicator,PO_Line,Entry_Line,
1000,Tata BlueScope Steel Ltd,113809,95004892,RV,1109,1365,2019,12,11/03/2020,11/03/2020,"3,02,032.80 ",INR,302032.8,INR,0,46072.8,255960,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,SI1904100059,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,11/03/2020,0.704861111111111,0,0,,0,1,
1000,Tata BlueScope Steel Ltd,113895,95004895,RV,1109,1368,2019,12,13/03/2020,13/03/2020,"5,42,115.60 ",INR,542115.6,INR,0,82695.6,459420,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,SI1904100061,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,13/03/2020,0.638194444444444,0,0,,0,1,
1000,Tata BlueScope Steel Ltd,113885,95004894,RV,1109,1369,2019,12,13/03/2020,13/03/2020,"1,29,302.32 ",INR,"1,29,302.32 ",INR,0,19724.08,"1,09,578.24 ",0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2495,,SI1904100060,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,13/03/2020,0.486111111111111,0,0,,0,1,
1000,Tata BlueScope Steel Ltd,113927,95004896,RV,1108,1370,2019,12,13/03/2020,13/03/2020,"14,09,887.81 ",INR,"14,09,887.81 ",INR,0,"2,15,067.63 ","11,94,820.18 ",0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2517,,SI1901100075,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,13/03/2020,0.779861111111111,0,0,,0,1,
1000,Tata BlueScope Steel Ltd,113881,95004893,RV,1108,1372,2019,12,13/03/2020,13/03/2020,"1,98,551.52 ",INR,"1,98,551.52 ",INR,0,30287.52,"1,68,264.00 ",0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2521,,SI1901100074,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,13/03/2020,0.4625,0,0,,0,1,
1000,Tata BlueScope Steel Ltd,114012,95004897,RV,1109,1373,2019,12,16/03/2020,16/03/2020,"3,61,257.00 ",INR,361257,INR,0,55107,306150,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,SI1904100062,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,,,16/03/2020,0.550694444444444,0,0,,0,1,
1000,Tata BlueScope Steel Ltd,114069,CI1901102828,RV,1108,1375,2019,12,17/03/2020,17/03/2020,"1,76,487.93 ",INR,"1,76,487.93 ",INR,0,26921.9,"1,49,566.03 ",0,0,312948,"Tata Steel Limited, �Wire Division",,,,64357,,2100588178/807,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100309454,29/03/2020,17/03/2020,0.481851851851852,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114071,CI1901102830,RV,1108,1376,2019,12,17/03/2020,17/03/2020,74661.05,INR,74661.05,INR,0,11388.98,63272.07,0,0,312948,"Tata Steel Limited, �Wire Division",,,,64360,,2100590575/807,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100309454,29/03/2020,17/03/2020,0.482893518518519,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114070,CI1901102829,RV,1108,1377,2019,12,17/03/2020,17/03/2020,"2,08,337.22 ",INR,"2,08,337.22 ",INR,0,31780.26,"1,76,556.96 ",0,0,312948,"Tata Steel Limited, �Wire Division",,,,64358,,2100590480/807,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100309454,29/03/2020,17/03/2020,0.482488425925926,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114072,CI1901102831,RV,1108,1378,2019,12,17/03/2020,17/03/2020,49163.52,INR,49163.52,INR,0,7499.52,41664,0,0,306263,Tata Steel limited ( CRC ),,,,64363,,2100590445/814,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100309437,29/03/2020,17/03/2020,0.483321759259259,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114073,CI1901102832,RV,1108,1379,2019,12,17/03/2020,17/03/2020,"10,44,655.26 ",INR,"10,44,655.26 ",INR,0,"1,59,354.18 ","8,85,301.08 ",0,0,312948,"Tata Steel Limited, �Wire Division",,,,64379,,2100590574/807,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100309454,29/03/2020,17/03/2020,0.483796296296296,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114068,SI1904100063,RV,1109,1380,2019,12,17/03/2020,17/03/2020,"4,06,427.40 ",INR,406427.4,INR,0,61997.4,344430,0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,4700079489/172,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100309451,29/03/2020,17/03/2020,0.478946759259259,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114172,SI1901100076,RV,1108,1381,2019,12,18/03/2020,18/03/2020,"3,91,260.28 ",INR,"3,91,260.28 ",INR,0,59683.77,"3,31,576.51 ",0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2537,,3800016147/118,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100309451,29/03/2020,18/03/2020,0.75474537037037,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114301,SI1904100064,RV,1109,1382,2019,12,20/03/2020,20/03/2020,"1,22,720.00 ",INR,"1,22,720.00 ",INR,0,18720,"1,04,000.00 ",0,0,304431,Tata Steel Limited (Tubes Division),,,,2447,,4700074501/554,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100308904,25/03/2020,20/03/2020,0.695219907407407,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114347,CI1904107824,RV,1109,1383,2019,12,21/03/2020,21/03/2020,"15,57,104.40 ",INR,1557104.4,INR,0,"2,37,524.40 ",1319580,0,0,305576,Tata Steel Ltd.,,,,64415,,4405715512,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,1,S,,,100308907,25/03/2020,21/03/2020,0.548217592592593,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114382,SI1904100065,RV,1109,1391,2019,12,28/03/2020,28/03/2020,"5,63,956.22 ",INR,"5,63,956.22 ",INR,0,86027.22,"4,77,929.00 ",0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,4700079489/172,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100309451,29/03/2020,28/03/2020,0.499560185185185,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114395,CN1904100174,RV,1109,1465,2019,12,31/03/2020,31/03/2020,"(48,208.23)",INR,-48208.23,INR,0,- ,"(48,208.23)",0,0,311155,Tata steel (Engineering Services),,,,60002699,,Credit note,,110000,Customer - Domestic,501005,Revenue DS - Domestic Sales,,501005,Revenue DS - Domestic Sales,0,11,H,,,100312133,31/03/2020,31/03/2020,0.657719907407407,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114391,SI1904100066,RV,1109,1466,2019,12,31/03/2020,31/03/2020,"1,07,380.00 ",INR,107380,INR,0,16380,91000,0,0,304431,Tata Steel Limited (Tubes Division),,,,2447,,4700074501/554,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100312159,31/03/2020,31/03/2020,0.450821759259259,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114392,SI1904100067,RV,1109,1467,2019,12,31/03/2020,31/03/2020,"4,89,729.50 ",INR,"4,89,729.50 ",INR,0,74704.5,"4,15,025.00 ",0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,4700079489/172,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100312134,31/03/2020,31/03/2020,0.474861111111111,0,0,,,1,
1000,Tata BlueScope Steel Ltd,114393,SI1904100068,RV,1109,1468,2019,12,31/03/2020,31/03/2020,"4,17,963.08 ",INR,"4,17,963.08 ",INR,0,63757.08,"3,54,206.00 ",0,0,312193,Tata Steel Limited ( Kalinganagar),,,,2525,,4700079489/172,,110000,Customer - Domestic,501020,Revenue DS - Sale of Services Domestic,,501020,Revenue DS - Sale of Services Domestic,0,1,S,,,100312134,31/03/2020,31/03/2020,0.523090277777778,0,0,,,1,
1000,Tata Steel Limited,49040850,RELATED PARTY,PR,9500,TSER,2020,1,31/03/19 00:00,01/04/19 00:00,"1,96,000.00",INR,"1,96,000.00",INR,0,0,"1,96,000.00",0,0,JT001,,JT001,Trading Partner Prov. - Bluescope March'19,Related Party Prov. March,49040850,,,,2406999,S/CREDITORS FOR EXPENSES - OPENING,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,40,H,,48019505,49040850,01/04/19 00:00,15/04/19 00:00,11:39:38,0,"1,96,000.00",,,2,
1000,Tata Steel Limited,49041253,PROV FOR EBILLIN,PR,9600,KSER,2020,1,31/03/19 00:00,01/04/19 00:00,"16,79,881.50",INR,"16,79,881.50",INR,0,0,"16,79,881.50",0,0,JT001,,JT001,JOB DONE BUT NOT BILLED - 31032019,Prov for Ebillin,49041253,,,,2405265,Prov Liab For Services and Expenditure,5149027,Civil Contract Jobs,,5149027,Civil Contract Jobs,,40,H,,48019916,,,15/04/19 00:00,11:51:19,0,"16,79,881.50",,,11,
1000,Tata Steel Limited,49041663,BA CORRECTION,PR,9600,KSER,2020,1,31/03/19 00:00,01/04/19 00:00,"-16,79,881.50",INR,"-16,79,881.50",INR,0,0,"-16,79,881.50",0,0,JT001,,JT001,Correction entry,BA Correction Entry,49041663,,,,2405265,Prov Liab For Services and Expenditure,5149027,Civil Contract Jobs,,5149027,Civil Contract Jobs,,50,S,,48020351,,,15/04/19 00:00,11:58:13,0,"-16,79,881.50",,,11,
1000,Tata Steel Limited,49041665,KPO EBILLING,PR,9600,KSER,2020,1,31/03/19 00:00,01/04/19 00:00,"16,79,881.50",INR,"16,79,881.50",INR,0,0,"16,79,881.50",0,0,JT001,,JT001,TP KPO EBILLING,TRADING PARTNER JT001,49041665,,,,2405265,Prov Liab For Services and Expenditure,5149027,Civil Contract Jobs,,5149027,Civil Contract Jobs,,40,H,,48020353,,,15/04/19 00:00,11:58:14,0,"16,79,881.50",,,10,
1000,Tata Steel Limited,49042528,TATA BLUESCOPE,PR,9000,CAPS,2020,1,31/03/19 00:00,01/04/19 00:00,"4,85,571.60",INR,"4,85,571.60",INR,0,0,"4,85,571.60",0,0,JT001,,JT001,PROV TATA BLUESCOPE MARCH 2019,PROV TATA BLUESCOPE MAR19,49042528,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,5149106,CAPITAL EXPENSES,,5149106,CAPITAL EXPENSES,0,40,H,,48021218,,,15/04/19 00:00,12:15:21,0,"4,85,571.60",,0,3,
1000,Tata Steel Limited,48000098,TRAD. PARTNER,PE,9500,TSER,2020,1,30/04/19 00:00,30/04/19 00:00,"-2,68,800.00",INR,"-2,68,800.00",INR,0,0,"-2,68,800.00",0,0,JT001,,JT001,Civil works of Jusco,Trading Partner Prov.,48000098,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,50,H,,49046038,,,30/04/19 00:00,18:00:51,0,"-2,68,800.00",,,2,
1000,Tata Steel Limited,49046038,TRAD. PARTNER,PR,9500,TSER,2020,2,30/04/19 00:00,01/05/19 00:00,"2,68,800.00",INR,"2,68,800.00",INR,0,0,"2,68,800.00",0,0,JT001,,JT001,Civil works of Jusco,Trading Partner Prov.,49046038,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,40,H,,48000098,,,13/05/19 00:00,12:25:33,0,"2,68,800.00",,,2,
1000,Tata Steel Limited,48001910,TRADING PARTNER,PE,9500,TSER,2020,2,31/05/19 00:00,31/05/19 00:00,"-8,13,000.00",INR,"-8,13,000.00",INR,0,0,"-8,13,000.00",0,0,JT001,,JT001,Tata Blue scope- civil job May'19,Trading Partner Blue Scop,48001910,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,50,H,,49066841,,,31/05/19 00:00,15:44:55,0,"-8,13,000.00",,,5,
1000,Tata Steel Limited,49066841,TRADING PARTNER,PR,9500,TSER,2020,3,31/05/19 00:00,01/06/19 00:00,"8,13,000.00",INR,"8,13,000.00",INR,0,0,"8,13,000.00",0,0,JT001,,JT001,Tata Blue scope- civil job May'19,Trading Partner Blue Scop,49066841,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,40,H,,48001910,,,11/06/19 00:00,15:05:36,0,"8,13,000.00",,,5,
1000,Tata Steel Limited,48003728,TRDING PARTNER,PE,9500,TSER,2020,3,30/06/19 00:00,30/06/19 00:00,"-9,40,431.00",INR,"-9,40,431.00",INR,0,0,"-9,40,431.00",0,0,JT001,,JT001,Trading partner Bluscope Prov. June'19,Trding Partner Prov. June,48003728,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,50,H,,49072760,,,30/06/19 00:00,17:36:00,0,"-9,40,431.00",,,4,
1000,Tata Steel Limited,48004281,PROV FOR EBILLIN,PE,9600,KSER,2020,3,30/06/19 00:00,30/06/19 00:00,"-13,95,647.00",INR,"-13,95,647.00",INR,0,0,"-13,95,647.00",0,0,JT001,,JT001,KPO provision - 30062019,Prov for Ebillin,48004281,,,,2405265,Prov Liab For Services and Expenditure,5149027,Civil Contract Jobs,,5149027,Civil Contract Jobs,,50,H,,49073303,,,01/07/19 00:00,21:15:03,0,"-13,95,647.00",,,13,
1000,Tata Steel Limited,48005446,KPO PROV JUN '19,PE,9600,CAPS,2020,3,30/06/19 00:00,30/06/19 00:00,"-74,19,648.00",INR,"-74,19,648.00",INR,0,0,"-74,19,648.00",0,0,JT001,,JT001,Tata Bluescope - Kpo PROV JUN'19,Tata Blue Scope - Kpo Prv,48005446,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,50,H,,49074435,,,04/07/19 00:00,16:32:24,0,"-74,19,648.00",,,2,
1000,Tata Steel Limited,48005739,TBSL RPT PROV,PE,9000,CAPS,2020,3,30/06/19 00:00,30/06/19 00:00,"-8,33,699.00",INR,"-8,33,699.00",INR,0,0,"-8,33,699.00",0,0,JT001,,JT001,RPT - TBSL Jun'19,RPT reconciliation - Jun,48005739,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,50,H,,49074724,,,05/07/19 00:00,16:55:31,0,"-8,33,699.00",,,2,
1000,Tata Steel Limited,49072760,TRDING PARTNER,PR,9500,TSER,2020,4,30/06/19 00:00,01/07/19 00:00,"9,40,431.00",INR,"9,40,431.00",INR,0,0,"9,40,431.00",0,0,JT001,,JT001,Trading partner Bluscope Prov. June'19,Trding Partner Prov. June,49072760,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,40,H,,48003728,,,18/07/19 00:00,16:48:35,0,"9,40,431.00",,,4,
1000,Tata Steel Limited,49073303,PROV FOR EBILLIN,PR,9600,KSER,2020,4,30/06/19 00:00,01/07/19 00:00,"13,95,647.00",INR,"13,95,647.00",INR,0,0,"13,95,647.00",0,0,JT001,,JT001,KPO provision - 30062019,Prov for Ebillin,49073303,,,,2405265,Prov Liab For Services and Expenditure,5149027,Civil Contract Jobs,,5149027,Civil Contract Jobs,,40,H,,48004281,,,18/07/19 00:00,16:59:45,0,"13,95,647.00",,,13,
1000,Tata Steel Limited,49074435,KPO PROV JUN '19,PR,9600,CAPS,2020,4,30/06/19 00:00,01/07/19 00:00,"74,19,648.00",INR,"74,19,648.00",INR,0,0,"74,19,648.00",0,0,JT001,,JT001,Tata Bluescope - Kpo PROV JUN'19,Tata Blue Scope - Kpo Prv,49074435,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,40,H,,48005446,,,18/07/19 00:00,17:27:46,0,"74,19,648.00",,,2,
1000,Tata Steel Limited,49074724,TBSL RPT PROV,PR,9000,CAPS,2020,4,30/06/19 00:00,01/07/19 00:00,"8,33,699.00",INR,"8,33,699.00",INR,0,0,"8,33,699.00",0,0,JT001,,JT001,RPT - TBSL Jun'19,RPT reconciliation - Jun,49074724,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,40,H,,48005739,,,18/07/19 00:00,17:33:16,0,"8,33,699.00",,,2,
1000,Tata Steel Limited,48006140,TRADING PARTNER,PE,9500,TSER,2020,4,30/07/19 00:00,31/07/19 00:00,"-10,24,391.50",INR,"-10,24,391.50",INR,0,0,"-10,24,391.50",0,0,JT001,,JT001,Trading Partner Blue scope  prov. July'19,Tradg Partner Prov.Jul'19,48006140,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,50,H,,49087727,,,31/07/19 00:00,17:41:17,0,"-10,24,391.50",,,3,
1000,Tata Steel Limited,48007623,KPO  PRV- JUL'19,PE,9600,CAPS,2020,4,31/07/19 00:00,31/07/19 00:00,"-74,19,648.27",INR,"-74,19,648.27",INR,0,0,"-74,19,648.27",0,0,JT001,,JT001,,KPO Prov - TBSL(T018),48007623,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,50,H,,49089119,,,04/08/19 00:00,00:03:05,0,"-74,19,648.27",,,2,
1000,Tata Steel Limited,49087727,TRADING PARTNER,PR,9500,TSER,2020,5,30/07/19 00:00,01/08/19 00:00,"10,24,391.50",INR,"10,24,391.50",INR,0,0,"10,24,391.50",0,0,JT001,,JT001,Trading Partner Blue scope  prov. July'19,Tradg Partner Prov.Jul'19,49087727,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,40,H,,48006140,,,08/08/19 00:00,19:57:12,0,"10,24,391.50",,,3,
1000,Tata Steel Limited,49089119,KPO  PRV- JUL'19,PR,9600,CAPS,2020,5,31/07/19 00:00,01/08/19 00:00,"74,19,648.27",INR,"74,19,648.27",INR,0,0,"74,19,648.27",0,0,JT001,,JT001,,KPO Prov - TBSL(T018),49089119,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,40,H,,48007623,,,08/08/19 00:00,20:34:27,0,"74,19,648.27",,,2,
1000,Tata Steel Limited,48008542,TRADING PARTNER,PE,9500,TSER,2020,5,31/08/19 00:00,31/08/19 00:00,"-7,50,191.50",INR,"-7,50,191.50",INR,0,0,"-7,50,191.50",0,0,JT001,,JT001,Traging Partner Blue Scope Aug'19,Trading Part Prov. Aug'19,48008542,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,50,H,,49090655,,,01/09/19 00:00,17:14:36,0,"-7,50,191.50",,,2,
1000,Tata Steel Limited,48008748,CIVIL PROV.,PE,9500,TSER,2020,5,31/08/19 00:00,31/08/19 00:00,"2,44,261.30",INR,"2,44,261.30",INR,0,0,"2,44,261.30",0,0,JT001,,JT001,Civil Prov. Aug.'19- reduction,Civil Prov. Aug'19,48008748,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,40,S,,49090842,,,02/09/19 00:00,11:19:11,0,"2,44,261.30",,,2,
1000,Tata Steel Limited,48009120,KPO  PRV- AUG'19,PE,9600,CAPS,2020,5,31/08/19 00:00,31/08/19 00:00,"-74,19,648.27",INR,"-74,19,648.27",INR,0,0,"-74,19,648.27",0,0,JT001,,JT001,,KPO Prov - TBSL(T018),48009120,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,50,H,,49091212,,,03/09/19 00:00,12:32:06,0,"-74,19,648.27",,,3,
1000,Tata Steel Limited,48009120,KPO  PRV- AUG'19,PE,9600,CAPS,2020,5,31/08/19 00:00,31/08/19 00:00,-85353.75,INR,-85353.75,INR,0,0,-85353.75,0,0,JT001,,JT001,,KPO Prov - TBSL(T018),48009120,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,50,H,,49091212,,,03/09/19 00:00,12:32:06,0,-85353.75,,,4,
1000,Tata Steel Limited,49090655,TRADING PARTNER,PR,9500,TSER,2020,6,31/08/19 00:00,01/09/19 00:00,"7,50,191.50",INR,"7,50,191.50",INR,0,0,"7,50,191.50",0,0,JT001,,JT001,Traging Partner Blue Scope Aug'19,Trading Part Prov. Aug'19,49090655,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,40,H,,48008542,,,08/09/19 00:00,10:46:36,0,"7,50,191.50",,,2,
1000,Tata Steel Limited,49090842,CIVIL PROV.,PR,9500,TSER,2020,6,31/08/19 00:00,01/09/19 00:00,"-2,44,261.30",INR,"-2,44,261.30",INR,0,0,"-2,44,261.30",0,0,JT001,,JT001,Civil Prov. Aug.'19- reduction,Civil Prov. Aug'19,49090842,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,50,S,,48008748,,,08/09/19 00:00,11:34:55,0,"-2,44,261.30",,,2,
1000,Tata Steel Limited,49091212,KPO  PRV- AUG'19,PR,9600,CAPS,2020,6,31/08/19 00:00,01/09/19 00:00,85353.75,INR,85353.75,INR,0,0,85353.75,0,0,JT001,,JT001,,KPO Prov - TBSL(T018),49091212,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,40,H,,48009120,,,08/09/19 00:00,11:49:39,0,85353.75,,,4,
1000,Tata Steel Limited,49091212,KPO  PRV- AUG'19,PR,9600,CAPS,2020,6,31/08/19 00:00,01/09/19 00:00,"74,19,648.27",INR,"74,19,648.27",INR,0,0,"74,19,648.27",0,0,JT001,,JT001,,KPO Prov - TBSL(T018),49091212,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,40,H,,48009120,,,08/09/19 00:00,11:49:39,0,"74,19,648.27",,,3,
1000,Tata Steel Limited,48010575,TRADING PARTNER,PE,9500,TSER,2020,6,29/09/19 00:00,29/09/19 00:00,"-7,20,898.70",INR,"-7,20,898.70",INR,0,0,"-7,20,898.70",0,0,JT001,,JT001,Trading Partner Blue Scope Prov. Sept'19,Trading Partner Blue scop,48010575,,,,2405265,Prov Liab For Services and Expenditure,5149028,Mechanical Contract Jobs,,5149028,Mechanical Contract Jobs,,50,H,,49093177,,,29/09/19 00:00,17:31:02,0,"-7,20,898.70",,,3,
1000,Tata Steel Limited,48011152,CAPITAL ORDERSRP,PE,920,FABS,2020,6,30/09/19 00:00,30/09/19 00:00,"-9,50,000.00",INR,"-9,50,000.00",INR,0,0,"-9,50,000.00",0,0,JT001,,JT001,Capital Orders Prov September-19 RP,Capital Orders Prov RP,48011152,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,5149027,Civil Contract Jobs,,5149027,Civil Contract Jobs,,50,H,,49093749,,,01/10/19 00:00,20:08:26,0,"-9,50,000.00",,,2,
1000,Tata Steel Limited,48011619,KPO  PRV- SEP'19,PE,9600,CAPS,2020,6,30/09/19 00:00,30/09/19 00:00,"-74,19,648.27",INR,"-74,19,648.27",INR,0,0,"-74,19,648.27",0,0,JT001,,JT001,KPO - Prov - TBSL-JT001,KPO Provisions - Sep'19,48011619,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,50,H,,49094210,,,03/10/19 00:00,09:55:55,0,"-74,19,648.27",,,6,
1000,Tata Steel Limited,48011619,KPO  PRV- SEP'19,PE,9600,CAPS,2020,6,30/09/19 00:00,30/09/19 00:00,"-5,65,145.91",INR,"-5,65,145.91",INR,0,0,"-5,65,145.91",0,0,JT001,,JT001,KPO - Prov - TBSL-JT001,KPO Provisions - Sep'19,48011619,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,50,H,,49094210,,,03/10/19 00:00,09:55:55,0,"-5,65,145.91",,,7,
1000,Tata Steel Limited,48011619,KPO  PRV- SEP'19,PE,9600,CAPS,2020,6,30/09/19 00:00,30/09/19 00:00,-85353.75,INR,-85353.75,INR,0,0,-85353.75,0,0,JT001,,JT001,KPO - Prov - TBSL-JT001,KPO Provisions - Sep'19,48011619,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,50,H,,49094210,,,03/10/19 00:00,09:55:55,0,-85353.75,,,8,
1000,Tata Steel Limited,48011619,KPO  PRV- SEP'19,PE,9600,CAPS,2020,6,30/09/19 00:00,30/09/19 00:00,-35935.68,INR,-35935.68,INR,0,0,-35935.68,0,0,JT001,,JT001,KPO - Prov - TBSL-JT001,KPO Provisions - Sep'19,48011619,,,,2405220,Prov Liab For Capital Goods And Svcs - Jsr,1013004,CWIP - TGS TRANSFER,,1013004,CWIP - TGS TRANSFER,,50,H,,49094210,,,03/10/19 00:00,09:55:55,0,-35935.68,,,5,
