"event_id","aggregate_id","aggregate_type","resource_id","name","type","resource_path","organisation_id","parent_id","deal_type_id","deal_description","deal_status","resource_created_at","created_at","created_by","updated_at","updated_by","version"
,b6becb93-4b72-4e45-9c12-e55508a29a1c,ResourceModel,b6becb93-4b72-4e45-9c12-e55508a29a1c,NewVest,ORGANISATION,b6becb93-4b72-4e45-9c12-e55508a29a1c,b6becb93-4b72-4e45-9c12-e55508a29a1c,,,,,2022-09-19 15:04:39.161,2022-09-19 15:04:39.161,"00000000-0000-0000-0000-000000000001",2022-09-19 15:04:39.161,"00000000-0000-0000-0000-000000000001",0

